GSM3905407_BCH825_BCH825.P02.A01	GSM3905407_BCH825_BCH825.P02.A03	GSM3905407_BCH825_BCH825.P02.A05	GSM3905407_BCH825_BCH825.P02.A07	GSM3905407_BCH825_BCH825.P02.A08	GSM3905407_BCH825_BCH825.P02.A09	GSM3905407_BCH825_BCH825.P02.A10	GSM3905407_BCH825_BCH825.P02.A11	GSM3905407_BCH825_BCH825.P02.B01	GSM3905407_BCH825_BCH825.P02.B02	GSM3905407_BCH825_BCH825.P02.B03	GSM3905407_BCH825_BCH825.P02.B04	GSM3905407_BCH825_BCH825.P02.B05	GSM3905407_BCH825_BCH825.P02.B06	GSM3905407_BCH825_BCH825.P02.B07	GSM3905407_BCH825_BCH825.P02.B08	GSM3905407_BCH825_BCH825.P02.B11	GSM3905407_BCH825_BCH825.P02.B12	GSM3905407_BCH825_BCH825.P02.C02	GSM3905407_BCH825_BCH825.P02.C03	GSM3905407_BCH825_BCH825.P02.C05	GSM3905407_BCH825_BCH825.P02.C06	GSM3905407_BCH825_BCH825.P02.C09	GSM3905407_BCH825_BCH825.P02.C10	GSM3905407_BCH825_BCH825.P02.C11	GSM3905407_BCH825_BCH825.P02.C12	GSM3905407_BCH825_BCH825.P02.D01	GSM3905407_BCH825_BCH825.P02.D03	GSM3905407_BCH825_BCH825.P02.D04	GSM3905407_BCH825_BCH825.P02.D05	GSM3905407_BCH825_BCH825.P02.D06	GSM3905407_BCH825_BCH825.P02.D07	GSM3905407_BCH825_BCH825.P02.D08	GSM3905407_BCH825_BCH825.P02.D09	GSM3905407_BCH825_BCH825.P02.D10	GSM3905407_BCH825_BCH825.P02.D11	GSM3905407_BCH825_BCH825.P02.D12	GSM3905407_BCH825_BCH825.P02.E01	GSM3905407_BCH825_BCH825.P02.E02	GSM3905407_BCH825_BCH825.P02.E05	GSM3905407_BCH825_BCH825.P02.E06	GSM3905407_BCH825_BCH825.P02.E07	GSM3905407_BCH825_BCH825.P02.E08	GSM3905407_BCH825_BCH825.P02.E09	GSM3905407_BCH825_BCH825.P02.E10	GSM3905407_BCH825_BCH825.P02.E11	GSM3905407_BCH825_BCH825.P02.E12	GSM3905407_BCH825_BCH825.P02.F01	GSM3905407_BCH825_BCH825.P02.F02	GSM3905407_BCH825_BCH825.P02.F03	GSM3905407_BCH825_BCH825.P02.F05	GSM3905407_BCH825_BCH825.P02.F06	GSM3905407_BCH825_BCH825.P02.F07	GSM3905407_BCH825_BCH825.P02.F08	GSM3905407_BCH825_BCH825.P02.F12	GSM3905407_BCH825_BCH825.P02.G01	GSM3905407_BCH825_BCH825.P02.G02	GSM3905407_BCH825_BCH825.P02.G05	GSM3905407_BCH825_BCH825.P02.G06	GSM3905407_BCH825_BCH825.P02.G09	GSM3905407_BCH825_BCH825.P02.G10	GSM3905407_BCH825_BCH825.P02.G11	GSM3905407_BCH825_BCH825.P02.G12	GSM3905407_BCH825_BCH825.P02.H04	GSM3905407_BCH825_BCH825.P02.H08	GSM3905407_BCH825_BCH825.P02.H09	GSM3905407_BCH825_BCH825.P02.H10	GSM3905407_BCH825_BCH825.P02.H12	GSM3905407_BCH825_BCH825.P06.A02	GSM3905407_BCH825_BCH825.P06.A03	GSM3905407_BCH825_BCH825.P06.A04	GSM3905407_BCH825_BCH825.P06.A05	GSM3905407_BCH825_BCH825.P06.A06	GSM3905407_BCH825_BCH825.P06.A07	GSM3905407_BCH825_BCH825.P06.A08	GSM3905407_BCH825_BCH825.P06.A09	GSM3905407_BCH825_BCH825.P06.A10	GSM3905407_BCH825_BCH825.P06.B01	GSM3905407_BCH825_BCH825.P06.B02	GSM3905407_BCH825_BCH825.P06.B03	GSM3905407_BCH825_BCH825.P06.B04	GSM3905407_BCH825_BCH825.P06.B05	GSM3905407_BCH825_BCH825.P06.B06	GSM3905407_BCH825_BCH825.P06.B07	GSM3905407_BCH825_BCH825.P06.B08	GSM3905407_BCH825_BCH825.P06.B09	GSM3905407_BCH825_BCH825.P06.B12	GSM3905407_BCH825_BCH825.P06.C04	GSM3905407_BCH825_BCH825.P06.C05	GSM3905407_BCH825_BCH825.P06.C07	GSM3905407_BCH825_BCH825.P06.C08	GSM3905407_BCH825_BCH825.P06.C09	GSM3905407_BCH825_BCH825.P06.D04	GSM3905407_BCH825_BCH825.P06.D06	GSM3905407_BCH825_BCH825.P06.D07	GSM3905407_BCH825_BCH825.P06.D08	GSM3905407_BCH825_BCH825.P06.D09	GSM3905407_BCH825_BCH825.P06.D12	GSM3905407_BCH825_BCH825.P06.E01	GSM3905407_BCH825_BCH825.P06.E03
IFT43	4.562	0	0	5.105	0	0	0	0	5.483	0	5.701	0	0	5.815	2.106	0	5.248	3.919	3.066	2.067	5.462	0	0	0	0	0	0	0	5.538	3.609	0	0	0	0	0	3.858	0	1.123	0	6.067	0	5.313	4.619	0	0	0	0	0	0	5.688	0	0	0	0	0	0.802	0	0	0	0	0	0	0	4.749	0	0	4.079	0	0	0	0	0	3.484	3.211	0	0	0	1.482	0	0	0	0	5.601	0	2.881	3.836	2.318	0	0	0	0	0	0	6.351	0	0	0	0	0	2.777
MRPL18	3.818	0	0	3.858	0	5.388	0	5.866	0	0	6.118	5.918	0	0	4.943	0	0	5.199	5.01	0	4.271	0	0	4.599	6.447	0	5.617	0	0	0	0	0	0	0	0	4.453	5.028	4.576	0	0	6.063	6.291	0	6.656	5.191	3.454	4.601	3.285	5.643	5.219	3.727	0	4.228	0	0	4.173	5.047	0	0	5.068	0	0	5.223	0	4.475	0	5.228	5.795	5.255	0	4.406	4.112	5.451	5.776	0	0	0	0	4.819	3.63	5.239	0	0	4.994	0	0	0	0	4.67	0	0	4.818	3.353	0	0	4.093	0	0	0	4.939
DDX19B	0	3.661	0	0	0	0	0	0	0	0	0	0	0	0	3.776	1.367	0	0	0	0	0	4.559	0	0	0	0	1.926	0	0	0	0	0	0	0	0	4.321	0	0	0	5.914	0	0	0	0	0	0	0	0	2.649	0	0	0.443	0	0	0	2.323	0	5.129	0	0	0	0	0	0	0	0	4.256	0	0	0	0	4.268	4.897	2.128	0	3.207	0	0	0	0	0	3.888	4.764	0	0	0	1.572	0	4.662	0	0	0	1.008	0	0	0	0	0	4.358	0
ZNF232	4.012	0	0	4.492	0	0	0	0	0	0	0	0	0	4.125	0	0	0	0	3.943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.758	0	3.71	0	0	3.538	0	0	0	0	0	0	0	0	3.757	0	0	0	0	0	0	0	0	3.046	0	0	0	0	0	0	0	0	0	0	0	4.283	0	0	1.199	0	0	0	0.766	0	0	0	0	0	0	0	0	2.379	0	5.109	0	2.589	0	0	2.138
NME7	0.967	0	0	1.255	0	0.736	0	2.06	4.923	0	0	0	5.29	4.393	0	2.555	0	0	0	0	0	0	0	0	0	0	0	0	5.807	0	0	6.275	6.128	0	0	0	0	5.39	0	0	0	1.01	5.863	4.241	4.534	0	3	4.984	0	0	1.037	0	2.859	0	0	0	1.336	0	6.144	0	0	0	0	0	0	0	0	0	0	0	0.664	0	0	4.636	2.402	0	2.935	0	0	1.439	0	0	4.346	0	0	0	0	0	0	6.306	0	0	3.543	0	5.7	0	0	0	0	4.591
RNF34	5.106	0	0	0	0	0	0	0	0	0	0	5.343	0	0	4.474	0	0	0	3.417	0	0	0.849	0	0	0	0	0	0	0	3.124	0	0	2.224	0	0	4.623	0	0	1.376	0	0	0	0	0	5.399	5.276	3.121	4.14	4.296	2.386	0	0	0	0	4.389	4.481	0.892	0	0	0	0	0	0	0	0	0	0.366	0	0	0	0	0	0	0	0	0	5.46	0	0	0	0	3.89	0	5.622	0	0	2.522	0	4.107	0	0	4.994	4.427	5.207	0	2.661	5.482	0	0	0
TBCE	4.896	0	0	0	0	0	0	0	1.504	0	0	0	0	0	3.79	0	4.786	4.786	0	0	0	0	0	0	0	0	0	2.584	0	0	3.566	0	5.978	0	0	2.345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.455	0	0	0	0	0	0	0	0	5.193	0	2.127	0	0	0	0	3.808	0	2	0	0	0	1.665	0	0	0	0	4.456	0
GNB1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.487	0	0	0	0	0	0	0	0	0	0	0	0	4.864	0	0	3.99	0	0	0	0	0	0	0	0	0	0	0	0	0
CCNC	0	0	0	0	0	4.656	3.453	5.219	4.41	0	4.672	3.076	0	0	0	0	0	0	0	0	0	0.581	6.859	3.219	0	0	6.031	0	0	0	0	0	6.23	0	4.122	0	5.466	4.751	6.892	0	0	0	0	0	0	0	5.033	5.34	0	0	0	0	0	4.248	0	5.813	7.052	4.942	0	6.212	6.205	6.785	0	5.907	3.857	0	0	0	1.041	6.109	5.916	5.54	0.361	1.856	3.803	5.826	0	0	4.193	3.328	0.77	0	0	0	0	3.518	0	0	0	5.654	0	2.066	4.116	0	6.299	4.736	0	0	0	5.124
LETMD1	4.607	0	0	3.714	0	0	0	0	0	0	0	0	0	0	0	0	0	4.636	0	0	0	5.233	0	0	5.741	0.777	0	2.771	0	0	0	5.319	0	0	0.998	0.858	0	4.12	0	0	4.334	0	0	0.702	0	0	5.086	4.431	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0	0	0	2.448	4.849	2.364	5.497	3.228	1.645	4.318	0	4.887	0	0	3.387	0	5.764	4.114	0	4.928	0	0	5.014	0	0	0	0	5.784	3.789	6.17	0	0	0	0	5.404	0
CLTA	0	5.741	4.976	3.639	0	4.616	3.895	5.136	5.538	0	0	5.948	5.723	0	5.775	6.769	5.227	5.669	5.438	0	5.433	4.787	0	6.343	0	4.942	5.834	5.547	4.956	0	0	0	6.383	0	5.569	4.362	1.623	0.986	0	7.278	0	6.379	6.921	1.249	4.782	4.676	5.363	0	2.496	5.75	0	6.054	0	0	0	0	1.82	0	0	0	5.843	0	0	0	5.019	0	3.7	0	3.373	0	0	0	4.031	0	3.661	3.897	3.051	4.935	4.096	3.988	5.238	0	6.782	0	5.46	4.459	0	0	5.15	0	3.423	4.377	5.678	4.798	5.41	4.63	3.569	0	0	4.598
SLC25A40	0	1.719	3.904	0	0	4.24	0	0	0	0	0	0	0	0	2.957	0	0	2.662	0.96	0	0	0	0	0	0	4.702	0	0	0	0	0	0	0	0	1.346	0	0	0	1.606	0	0	0	0	0	4.26	0	0	1.396	0	0	0	0	4.751	0	0	4.388	0	0	0	0	0	6.609	0	0	0	0	0	0	0	4.744	0.665	2.579	0	0	1.647	0	2.434	0.94	0	5.23	0	4.618	0	3.693	0	0	0	0	0	0	0	0	3.122	0	0	3.952	0	0	1.264	0
NOL7	0	0	3.528	0	0	6.063	0	0	0	0	0	6.34	0	0	3.152	0	0	4.401	4.771	0	0	0	0	1.518	0	4.134	0	0	6.274	0	0	5.185	0	0	4.597	4.659	0	4.323	0	0	5.543	3.35	1.803	4.264	0	0	3.817	0	5.103	0	0	5.027	6.021	0	0	0	7.207	0	0	5.098	0	0	0	0	0	5.452	0	0	4.896	5.206	0	6.021	4.974	2.905	0	0	0	0	2.834	4.338	0	0	0	0	0	0	4.014	0	0	0	0	0	4.138	4.028	6.143	0	5.256	5.45	0	0
TVP23C-CDRT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.994	0	0	0	0	0	0	0	0	0	0.174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.494	0	0	0	0	0	0	0	0	0	0	0	3.056	0	0	1.449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.731	0	0	0	0	0	0	2.686	0	0	0	0	0	0	0	0	0	0
C1orf226	0	0	0	2.605	0	0	0	0	1.502	0	0	0	0	0	2.635	0	0.923	0	0	0	3.218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.034	0	0	0	4.845	0	0	0	0	0	0	0	0	0	0	3.463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.587	0	0	0	0	0	0	1.09
HACL1	0	0	0	2.643	5.235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.365	0	5.618	3.365	0	0	0	0	0	0	0	0	6.248	0	3.164	0	0	0	0	0	0	0	3.57	0	3.554	0	0	2.589	0	0	0	0	3.649	0	0	0	0	0	0	0	0	2.733	4.53	0	0	0	0	0	0.404	4.606	0	2.923	0	0	1.824	0	4.342	2.56	4.073	0	0	0	0	0	1.829	1.934	0	0	0	0	4.075	4.31	0	0	5.618	0
GCC1	0	0	0	2.719	0	0	0	2.592	0	0	3.741	0	0	0	0	0	3.937	0	0	4.315	0	0	4.865	0	0	3.603	0	0	0	0	0	0	5.397	0	0	4.026	0.564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.572	2.736	4.373	2.826	3.182	0	0	4.451	0	3.013	0	0	0	0	0	0	0	0	1.799	0	0	1.864	1.17	0	0	0	0	0	0	0
LINGO2	4.012	4.085	5.32	4.757	0	0	6.675	3.035	6.409	2.696	4.667	0	0	0	4.475	4.739	5.655	2.846	2.732	7.07	2.449	0.445	8.24	4.445	3.255	0	3.357	0	5.856	5.304	5.886	1.871	6.249	3.928	6.191	1.418	5.047	5.025	5.833	7.165	0	6.737	6.32	0.403	0	5.092	3.509	0.406	1.04	6.18	5.379	0	0	1.941	5.737	3.796	5.121	6.092	3.299	6.075	0.959	3.4	5.661	5.877	0.337	6.314	3.787	0	1.914	2.666	6.242	4.042	5.655	3.88	1.643	4.456	4.094	0.543	6.106	4.853	5.754	0	6.752	1.5	5.361	1.1	3.164	6.251	4.998	5.574	2.141	5.598	5.011	5.846	2.127	3.036	4.367	6.434	4.014	3.409
GALT	0	1.961	0	0	0	0	0	2.806	0	0	0	2.35	0	2.686	0	0	0	0	0	0	5.39	1.497	0	0	0	0	0	0	0	0	0	0	2.661	0	0	0	0	0	0	0	0	4.282	0	0	0	0	0	0	0	0	0	0	0	0	4.184	0	0	0	0	0	5.319	0	0	3.073	0	0	0	0	0	0	0	0	4.372	0	0	0	0	0	0	0	0.718	0	0	0	0	4.616	0	0	0	4.902	0	5.307	0	0	5.335	0	4.693	0	3.006	0
TOP1MT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNGB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100130093	4.81	0	0	1.026	0	0	0	3.26	0	0	0	4.602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.969	0	0	0	0	0	0	0	3.209	0	0	0	0.354	1.709	0	0	2.352	0	0	5.256	0	0	0	0	0	0	0	4.633	0	0	0	0	0	0	0	0	5.832	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4.201	0	0	0	0	3.17	0
IFT74	0.786	0	5.301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.168	0	0	4.338	0	0	0	0	0	0	0	0	0	0	0	3.171	0	0	0	0	0	0	0	0	1.368	0	0	0	0	0	0	0	0	0	0	0	3.017	0	0	0	2.124	0	0	0	0	0	0	0	0	0	0	0.956	0	0	3.839	0	0	0	0	0	0	0	0	0	0	0	4.18	0
SLC25A46	0	5.321	5.842	0	0	0	0	0	2.248	3.995	0.843	0	0	0	3.136	0	0	1.142	0	0	0	0	3.767	0	0	4.17	0	4.479	0	0	0	4.621	0	5.26	0	4.591	0	0	0	0	0	3.993	0	3.502	0	0	0	0	0	2.156	5.448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.826	0	5.505	0	4.111	2.786	3.711	4.784	5.377	5.714	0.584	0	4.04	2.49	0	4.174	0	4.863	0	5.836	0	0	5.396	0	0	5.339	1.997	5.091	0	4.119	0	0	0	6.243
IL17RB	0	0	0	1.031	0	0	0	0	0	0	0	0	0	0	3.528	4.31	0	0	0	0	0	0	0	0	0	0	0	0.602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.064	0	0	0	0	0	0	0	0	0	0	0	2.115	0	0	0	0	2.931	2.095	0	0	0	2.927	0	0	0	0	0	2.448	0	0	0	0	0	0	1.439	0	0	0	0	0	0	0
ABT1	0	0	5.277	0	0	0	0	0	0	0	0	0	0	0	3.284	0	0	0	3.954	5.454	0	0	0	0	0	0	0	4.735	0	0	0	0	0	0	4.627	0	0	0	4.737	0	0	4.732	3.98	0	0	0	0	0	0	0	0	0	3.597	0	0	0	0	0	4.587	0	0	0	0	0	0	0	0	0	0	0	0	2.987	0	3.175	2.799	0	0	4.218	5.035	0	0	0	0	0	0	0	3.62	0	0	4.566	4.333	0	0	0	0	0	4.277	0	0	0
IFNAR2	0.397	0	0	0	0	1.817	0	4.994	0	0	0	0	0	0	0	0	0	0	4.438	0	0.618	0.48	2.885	0	0	1.951	0	3.699	6.161	0	0	6.405	0	0	4.593	0	0	0	0	0	0.587	0	5.006	0	0	0	4.843	0.438	0	0.759	4.965	0	0	0	0	3.427	0	0	4.237	0	5.281	0	0	0.414	0	0	0.363	0	0	0	2.349	0	0	0	0	0	0	0	0	0	4.6	0	0	0.585	0	0	0	0	0	0	0	4.911	0.677	0	0	0	0	0	0	4.776
NETO2	0	0	0	5.319	0	0	0	0	0	0	2.903	0	0	0	3.305	0	1.594	0	0	0	0	0	5.649	0	3.867	4.594	0	1.276	0	2.679	0	0	0	0	0	0	0	0	0	0	0	0	0	2.545	3.085	0	3.986	4.576	3.823	0	0	0	0.538	0	0	5.331	0	0	0	0	0	0	0	0	0	0	0	0	1.476	0	0	0.615	0	0	4.998	0	0	0	3.752	4.836	0	0	0	0	0	0	0	0	3.97	0	0	0	1.269	0	0	0	0	0	1.763	0
HDAC3	0	0	4.748	0	0	0	0	0	4.855	0	0	5.832	0	0	0	1.863	0	0	1.344	2.585	0	0	0	0	0	4.42	6.222	0	5.207	0	0	0	0	5.238	0	4.309	0	0	0	0	0	1.582	0	4.599	3.837	0	0	0	3.611	0	0	4.878	0	0.779	0	0	0	0	0	0	0	0	0	0	0	0	5.444	4.535	0	0	0	1.006	0.743	0	0	0	0	0	0	0	0	3.489	0	0	5.454	0	0	0	5.653	0	0	0	5.136	0	0	0	0	0	0	3.42
LOC100506963	0	0	0	0	0	0	0	0	1.066	5.292	0	0	0	0	0	0	0	0	0	3.608	0	0	2.712	0	0	0	0	0	0	0	0	0	0	0	0	1.082	1.312	2.715	0	0	0	0	0	0	0	0	2.95	0	0.797	0	0	0	0	0	0	2.39	0	0	0	0	0	0	0	0	3.578	0	0	0	0	0	0	0	0	4.41	0	0	0	0	0	0	0	0	0	0	0	0	1.446	0	0	0	4.1	0	0	0	0	0	0	0	0	0
FBXL3	0	0	0	0	0	0	0	0	0	0	1.022	3.173	0	0	0	0	0	0	0	0	4.283	0	2.92	0	0	0	2.055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.784	0	0	0	0	0	0	0	0	0	0	0	0	0	1.072	0	0	5.678	0	1.275	0	0	0	0	4.6	0	0	0	2.858	0	0	0	0	0	0	5.202	0	0	0	0	0	0
IPP	0	0	0	1.557	0	0	0	0	0	0	3.617	0	0	0	0	0	0	0	0	1.181	0	4.308	0	0	0	1.683	1.251	0	0	0	5.371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.418	0	0	0	0	0	0	0	0.277	0	4.064	0	0	0	0	4.443	0	0	0	1.579	4.852	0	1.209	4.691	0	0	4.155	0	0.898	4.318	5.637	0	5.605	0	0	0	0	0	0	0	0	3.102	0	4.26	0	0	0	0	0	0	1.735	0	0	0	0
CCT3	0	5.385	5.266	5.846	5.971	4.026	5.826	4.944	6.728	6.964	0	0	3.82	6.755	5.652	5.976	5.29	0	4.566	0	0	6.345	5.325	6.543	6.739	0	4.493	5.759	0	4.617	0	5.84	0	0	0	4.022	5.708	6.047	5.405	2.814	5.599	5.009	6.719	5.709	4.469	6.09	5.745	2.679	0	0	0	0.184	5.004	0.727	6.019	3.982	0	5.738	0	0	0	5.671	0	6.926	5.747	0	6.336	0	5.793	0	2.611	4.772	6.057	5.398	5.617	6.631	7.271	1.844	5.138	6.181	5.326	6.463	5.493	1.974	6.457	3.204	0	6.629	4.368	5.261	0	0	3.214	4.747	0	5.299	5.589	4.082	5.437	0
ATP5G1	0	0	0	3.166	0	4.485	0	5.271	4.113	0	4.844	0	5.976	0	2.852	4.643	2.972	3.531	0	0	4.22	0	0	0	0	4.192	0	0	0	0	0	5.04	0	0	0	4.075	0	0	5.172	7.26	0	0	5.177	0	5.375	5.154	5.396	0	0	6.738	0	4.696	0	0	5.191	0	5.193	0	0	0	0	6.073	0	0	4.702	0	5.004	0	4.894	0	0	4.216	0	6.366	3.757	0	4.968	3.538	0	4.401	0	0	0	4.126	0	4.149	0	0	0	5.055	0	0	2.092	0	0	3.918	4.358	0	0	3.81
MEIS3	0	0	0	0	0	0	0	1.959	0	0	4.549	0	0	2.158	0	0	0	0	0	1.636	1.377	0	0	0	0	3.464	0	1.475	0	0	4.609	0	0	0	0	3.053	0	0	0	0	5.671	0	0	0	3.466	0	0	0	0	0	0	0	0	0	0	2.209	0	0	1.236	0	3.101	0	4.391	0	0	0	0	0	0	0	0	0	0	2.896	0	0	4.311	0	0	0	0	0	0	0	0	0.934	0	0	0	0	0	0	3.647	0	3.567	0	0	0	0	0
TP53TG3D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.997	0	0	0	0	0	0	0	3.275	0	0	0	0	0	0	3.099	0	0	0	4.341	0	0	0	0	0	0	0	0	0	0	3.86	0	0	0	0	4.599	0	0	0	0	0	0	0	0	0
C11orf75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTBD8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIN9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.055	0	0	6.1	0	0	0	0	0	0	0	0	0	0	5.559	0	0	0	4.633	0	0	3.695	0	0	0	0	0	0	0	0	0	0	3.837	0	0	0	0.649	2.606	0	0	0	0	0	0	0	0	0	0	0	4.575	0	0	3.212	0	3.668	0	0	0	0	0	0	0	0	0	0	0
RHNO1	0	0	0	0	0	0	5.44	1.086	2.601	0	0	0	1.399	0	2.297	0	0	4.296	0	0	0	0	4.009	0	0	0	0	0	0	5.228	0	1.811	0	0	0	5.85	0	0.639	1.54	0	0	0	0	3.988	2.177	0	4.741	0	3.818	0	0	0	5.149	4.366	0	0	0	0	5.256	5.255	0	0	0	0	0.581	0	5.27	0	1.802	5.835	1.023	0	4.354	0	3.169	0	0	0	0	3.623	0	0	2.496	3.268	4.933	0	5.405	0	4.352	4.812	0	0	3.364	0	0	3.864	0	0	0	0
TBK1	0	0	0	0	0	0	0	0	1.425	0	4.04	0	0	0	0	0	0	0	0	6.103	0	3.908	3.098	5.912	0	0.459	0	0	0	0	1.358	0	0	0	1.362	4.179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.734	4.055	0	0	0	2.799	0	2.005	0	0	0	0	0	0	0	0	4.532	2.182	0	0	0	0	2.647	0	0	0	0	1.408	0	0	0	0	4.492	0	0	0	0	0	2.223	0	0	2.125	0	0	0	4.398	0	0	0
FAM110B	1.819	0	1.222	3.7	0	3.603	0	2.525	0	0	0	0	0	5.127	3.2	0	2.792	3.481	0	0	0	1.2	0	0	0	4.116	4.616	4.065	0	0	1.798	0	0	4.225	5.99	1.409	1.705	0.886	1.68	5.222	3.653	0.905	0	0	0	1.059	3.082	0	0	0.541	0	0	0	0	1.656	4.835	1.422	0	2.548	5.471	0	0	4.795	4.33	0.464	0	5.019	0	3.164	0	2.054	0.92	3.805	0	3.882	3.706	1.036	0	1.112	3.052	3.379	0	5.161	5.095	2.252	4.916	2.417	0	3.455	4.434	0	5.201	2.704	4.413	1.775	0	0	6.058	4.397	3.475
TST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC38A6	0	0	0	0	0	0	0	1.063	4.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.145	0	0	0	0	0	0	0	0	0	0	3.883	1.322	0	0.862	2.15	0	0	0	0.654	0	0	0	0	2.211	0	1.042	0	0	0	0	0	0	0	0	0	0	2.819	0	0	4.164	0	0	0	2.871	4.769	3.834	0	0	0	0	0	0	0	0	0
STBD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACADS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
